Keyword Phrase,Magnet IQ Score,Search Volume,Search Volume Trend,Competing Products,CPR,Cluster,Subcluster
best gifts to give pregnant women,0.0,335.0,,0.0,8, for mom,6
gifts for busy working moms,794.0,342.0,-4.0,431.0,8, for mom,1
good gifts for moms christmas,0.0,342.0,,0.0,8, for mom,7
good mom gifts for christmas,3.0,349.0,120.0,100000.0,8, for mom,7
back to work gifts for new moms,351.0,351.0,,1000.0,8, for mom,1
garden gifts for mom,36.0,357.0,-14.0,10000.0,8, for mom,2
gift for mothers,4.0,357.0,49.0,100000.0,8, for mom,5
gifts dor mom,4.0,357.0,-8.0,100000.0,8, for mom,0
best gifts for new moms,6.0,358.0,71.0,60000.0,8, for mom,1
after birth gifts for mom,18.0,358.0,-30.0,20000.0,8, for mom,6
busy mom gifts,119.0,358.0,10.0,3000.0,8, for mom,0
new mom self-care gifts,122.0,367.0,-8.0,3000.0,8, for mom,1
great gifts for mom,4.0,369.0,118.0,100000.0,8, for mom,5
fun gifts for mom,9.0,369.0,-28.0,40000.0,8, for mom,5
cozy gifts for mom,19.0,371.0,4.0,20000.0,8, for mom,5
unique gifts for grandma,8.0,378.0,6.0,50000.0,8, for mom,4
practical gifts for mom,19.0,380.0,139.0,20000.0,8, for mom,5
presents for moms birthday,10.0,380.0,-1.0,40000.0,8, for mom,3
gifts for boyfriend's mom,10.0,381.0,-1.0,40000.0,8, for mom,0
a gift for mom,4.0,383.0,25.0,100000.0,8, for mom,5
cool mom gifts,10.0,383.0,36.0,40000.0,8, for mom,0
cooking gifts for mom,77.0,387.0,39.0,5000.0,8, for mom,5
gift for mom for christmas,4.0,387.0,163.0,100000.0,8, for mom,5
cool gift for moms christmas,0.0,387.0,,0.0,8, for mom,5
mom bday gifts,4.0,390.0,-8.0,100000.0,8, for mom,3
gifts for mom friend,4.0,390.0,11.0,100000.0,8, for mom,5
birthday gifts for mom unique,5.0,392.0,-15.0,80000.0,8, for mom,3
practical gifts for pregnant women,411.0,396.0,,964.0,8, for mom,6
best gifts for moms after birth,40.0,397.0,,10000.0,8, for mom,6
gift for a mom,4.0,404.0,47.0,100000.0,8, for mom,5
gifts for grandma birthday unique,13.0,404.0,10.0,30000.0,8, for mom,4
gift for mothers birthday,4.0,406.0,34.0,100000.0,8, for mom,3
gifts for moms to be,4.0,406.0,11.0,100000.0,8, for mom,5
gifts for mother in law birthday,41.0,406.0,-3.0,10000.0,8, for mom,9
chrismas gifts for mom,4.0,406.0,19.0,100000.0,8, for mom,7
plant mom gifts for women,51.0,408.0,256.0,8000.0,8, for mom,2
 for mom gifts,4.0,410.0,0.0,100000.0,8, for mom,0
gifts for mothers for christmas,4.0,410.0,69.0,100000.0,8, for mom,7
new mom pampering gifts,759.0,415.0,3.0,547.0,8, for mom,1
mama gifts for women,4.0,415.0,20.0,100000.0,8, for mom,0
gofts for moms,4.0,417.0,113.0,100000.0,8, for mom,8
christmas gift for mother,4.0,419.0,31.0,100000.0,8, for mom,7
christmas gift for moms,4.0,419.0,75.0,100000.0,8, for mom,7
moms gift,4.0,420.0,93.0,100000.0,8, for mom,0
gifts mom,4.0,424.0,154.0,100000.0,8, for mom,0
gadgets for mom,106.0,424.0,82.0,4000.0,8, for mom,5
cozy gifts for pregnant women,14.0,427.0,,30000.0,8, for mom,6
good mom gifts,4.0,429.0,329.0,100000.0,8, for mom,0
birthday gifts mom,4.0,431.0,-8.0,100000.0,8, for mom,3
gifts for tired moms,217.0,433.0,100.0,2000.0,8, for mom,1
stay at home mom gifts,218.0,435.0,199.0,2000.0,8, for mom,1
birthday gifts for mother,4.0,438.0,-3.0,100000.0,8, for mom,3
good gifts for moms,4.0,438.0,216.0,100000.0,8, for mom,5
gifts for moms for christmas,4.0,438.0,35.0,100000.0,8, for mom,7
mothers gifts for birthday,4.0,438.0,-4.0,100000.0,8, for mom,3
mom presents for birthday,5.0,438.0,-6.0,90000.0,8, for mom,3
mom's birthday gifts,4.0,442.0,-20.0,100000.0,8, for mom,3
crunchy mom gifts,2244.0,442.0,1321.0,197.0,8, for mom,0
kitchen gifts for mom,6.0,443.0,18.0,70000.0,8, for mom,5
mothers gifts for christmas,4.0,445.0,324.0,100000.0,8, for mom,7
mothers birthday gift,4.0,447.0,-1.0,100000.0,8, for mom,3
gift mom,4.0,447.0,19.0,100000.0,8, for mom,0
gifts for mom after giving birth,112.0,449.0,-1.0,4000.0,8, for mom,6
best christmas gift for mom,4.0,449.0,52.0,100000.0,8, for mom,5
mother's day gifts,5.0,450.0,-1.0,100000.0,8, for mom,2
birthday gift for mother in law,45.0,450.0,1.0,10000.0,8, for mom,9
best gifts for moms,5.0,452.0,33.0,100000.0,8, for mom,5
best gifts for second time mom,228.0,456.0,,2000.0,8, for mom,1
best christmas gifts for mom,5.0,458.0,29.0,100000.0,8, for mom,7
gifts for moms christmas,5.0,459.0,50.0,100000.0,8, for mom,7
christmas gift mom,5.0,461.0,1557.0,100000.0,8, for mom,7
mom self care gifts,154.0,461.0,23.0,3000.0,8, for mom,1
christmas gifts for mothers,5.0,463.0,94.0,100000.0,8, for mom,7
mom presents for christmas,2.0,468.0,398.0,200000.0,8, for mom,7
best christmas presents for mom,6.0,468.0,149.0,80000.0,8, for mom,7
gifts for mother in law christmas,5.0,468.0,32.0,100000.0,8, for mom,9
birthday gift mom,5.0,470.0,-9.0,100000.0,8, for mom,3
gifts for grandma unique,16.0,470.0,90.0,30000.0,8, for mom,4
gift for mom,16.0,472.0,121.0,30000.0,8, for mom,5
small gifts for mom,5.0,472.0,39.0,100000.0,8, for mom,5
mom xmas gifts,24.0,472.0,559.0,20000.0,8, for mom,7
mothers gift,5.0,473.0,4.0,100000.0,8, for mom,0
christmas mom gifts,5.0,473.0,2910.0,100000.0,8, for mom,7
cool gifts for mom,12.0,475.0,-1.0,40000.0,8, for mom,5
goft for mom,5.0,475.0,27.0,100000.0,8, for mom,8
useful gifts for mom,48.0,482.0,45.0,10000.0,9, for mom,5
gift for mom,16.0,484.0,12.0,30000.0,9, for mom,5
presents for moms,10.0,484.0,17.0,50000.0,9, for mom,0
postpartum mom gifts,484.0,484.0,-1.0,1000.0,9, for mom,6
moms gifts,5.0,534.0,13.0,100000.0,9, for mom,0
christmas gofts for mom,5.0,534.0,146.0,100000.0,9, for mom,8
mom gifts christmas,5.0,535.0,92.0,100000.0,9, for mom,7
grandmother birthday gifts,11.0,535.0,-10.0,50000.0,9, for mom,4
chrsitmas gifts for mom,5.0,535.0,,100000.0,9, for mom,7
postpartum gift,143.0,571.0,1.0,4000.0,9, for mom,6
mom gifts for birthday,6.0,573.0,11.0,100000.0,9, for mom,3
cute gifts for mom,6.0,573.0,16.0,100000.0,9, for mom,5
gifts for a new mom,11.0,573.0,8.0,50000.0,9, for mom,1
gifts for busy moms,191.0,574.0,49.0,3000.0,9, for mom,1
gufts for mom,6.0,628.0,24.0,100000.0,10, for mom,8
gifts for a mom,6.0,642.0,17.0,100000.0,10, for mom,5
gifts for mom christmas unique,3.0,642.0,222.0,200000.0,10, for mom,7
mother birthday gift,6.0,644.0,21.0,100000.0,10, for mom,3
gift for mom christmas,6.0,644.0,121.0,100000.0,10, for mom,5
gifts for mamaw,322.0,644.0,36.0,2000.0,10, for mom,0
best gifts for postpartum mom,322.0,644.0,-50.0,2000.0,10, for mom,6
birthday present for mom,24.0,713.0,-6.0,30000.0,10, for mom,3
unique gifts for mom,8.0,713.0,16.0,90000.0,10, for mom,5
xmas gifts for mom,71.0,713.0,702.0,10000.0,10, for mom,7
birthday gifts for mother in law,71.0,713.0,-2.0,10000.0,10, for mom,9
things for mom,24.0,713.0,19.0,30000.0,10, for mom,5
mama gift,7.0,713.0,16.0,100000.0,10, for mom,0
christmas gifts for mother,7.0,713.0,245.0,100000.0,10, for mom,7
christmas gifts for your mom,7.0,713.0,123.0,100000.0,10, for mom,7
mothers christmas gifts,7.0,713.0,46.0,100000.0,10, for mom,7
moms christmas gifts,7.0,713.0,109.0,100000.0,10, for mom,7
plant mom gifts,71.0,713.0,0.0,10000.0,10, for mom,2
mom gifts for new mom,14.0,713.0,-38.0,50000.0,10, for mom,1
gifts for mom who has everything,238.0,714.0,24.0,3000.0,10, for mom,5
mothers gifts,8.0,773.0,30.0,100000.0,11, for mom,0
mother gifts for birthday,8.0,773.0,-11.0,100000.0,11, for mom,3
gift for moms,8.0,844.0,30.0,100000.0,11, for mom,5
gifts fir mom,8.0,844.0,22.0,100000.0,11, for mom,0
gift for mother,8.0,845.0,5.0,100000.0,11, for mom,5
best gifts for mom,8.0,845.0,33.0,100000.0,11, for mom,5
mom gifts for women,8.0,845.0,326.0,100000.0,11, for mom,0
christmas gift for mother in law,85.0,845.0,3925.0,10000.0,11, for mom,9
present for mom,9.0,907.0,16.0,100000.0,12, for mom,0
birthday gifts for moms,9.0,907.0,-19.0,100000.0,12, for mom,3
gifts for a postpartum mom,1154.0,1154.0,81.0,1000.0,26, for mom,6
gifts for your mom,12.0,1163.0,52.0,100000.0,26, for mom,5
birthday presents for mom,13.0,1164.0,-20.0,90000.0,26, for mom,3
postpartum gifts,291.0,1164.0,-11.0,4000.0,26, for mom,6
mother gifts for christmas,12.0,1164.0,317.0,100000.0,26, for mom,7
cool birthday gifts for moms,19.0,1166.0,-10.0,60000.0,26, for mom,3
christmas present for mom,40.0,1209.0,187.0,30000.0,26, for mom,7
practical gifts for grandma,215.0,1287.0,50.0,6000.0,26, for mom,4
best mom gifts,13.0,1288.0,36.0,100000.0,27, for mom,0
good gifts for mom,13.0,1288.0,51.0,100000.0,26, for mom,5
christmas gifts mom,13.0,1340.0,212.0,100000.0,26, for mom,7
mom birthday gift,16.0,1582.0,-14.0,100000.0,26, for mom,3
gifts for moms birthday,16.0,1588.0,-14.0,100000.0,26, for mom,3
mom christmas gift,16.0,1609.0,571.0,100000.0,26, for mom,7
gifts for mother,16.0,1611.0,64.0,100000.0,26, for mom,5
mom birthday gifts for women,18.0,1827.0,,100000.0,26, for mom,3
gifts for mom birthday unique,23.0,1827.0,24.0,80000.0,26, for mom,3
 for mom,9.0,1830.0,41.0,200000.0,34, for mom,8
gofts for mom,18.0,1841.0,56.0,100000.0,26, for mom,8
best postpartum gifts for mom,923.0,1846.0,-11.0,2000.0,26, for mom,6
gifts for grandmas,23.0,2071.0,114.0,90000.0,27, for mom,4
gifts for mothers,21.0,2085.0,43.0,100000.0,27, for mom,5
mother christmas gifts,23.0,2279.0,155.0,100000.0,27, for mom,7
gift for mother in law,116.0,2316.0,21.0,20000.0,27, for mom,9
mothers day gifts,23.0,2318.0,3.0,100000.0,29, for mom,2
mother in law birthday gifts,243.0,2429.0,-27.0,10000.0,28, for mom,9
gift for new mom,41.0,2431.0,8.0,60000.0,28, for mom,1
mothers birthday gifts,24.0,2433.0,-19.0,100000.0,27, for mom,3
christmas gifts for mother in law,243.0,2433.0,182.0,10000.0,28, for mom,9
gifts for new moms,41.0,2434.0,34.0,60000.0,27, for mom,1
christmas for mom,27.0,2686.0,179.0,100000.0,27, for mom,7
mother birthday gifts,35.0,3457.0,-15.0,100000.0,29, for mom,3
mama gifts,35.0,3457.0,24.0,100000.0,30, for mom,0
gifts for pregnant women,432.0,3458.0,14.0,8000.0,29, for mom,6
mother gifts,36.0,3641.0,32.0,100000.0,29, for mom,0
presents for mom,41.0,4123.0,51.0,100000.0,29, for mom,0
mom gifts birthday,41.0,4123.0,-22.0,100000.0,29, for mom,3
gifts for mom christmas,41.0,4123.0,173.0,100000.0,29, for mom,7
new mom gifts for women,137.0,4123.0,737.0,30000.0,31, for mom,1
daughter gifts from mom,59.0,4124.0,-5.0,70000.0,33, for mom,0
christmas gifts for moms,41.0,4124.0,235.0,100000.0,29, for mom,7
best gifts for mom christmas,43.0,4337.0,369.0,100000.0,29, for mom,5
christmas presents for mom,54.0,4339.0,140.0,80000.0,30, for mom,7
birthday gift for mom,49.0,4906.0,-17.0,100000.0,31, for mom,3
gifts for new mom,91.0,5451.0,1.0,60000.0,32, for mom,1
mother in law christmas gifts,572.0,5719.0,225.0,10000.0,31, for mom,9
christmas gift for mom,64.0,6436.0,193.0,100000.0,32, for mom,5
gifts for moms who have everything,1288.0,6440.0,41.0,5000.0,32, for mom,5
mom gifts for christmas,74.0,7355.0,399.0,100000.0,33, for mom,7
gifts for mom birthday,82.0,8176.0,-19.0,100000.0,35, for mom,3
gifts for mother in law,487.0,9735.0,98.0,20000.0,39, for mom,9
gifts for moms,112.0,11214.0,78.0,100000.0,38, for mom,5
new mom gifts,270.0,13483.0,-9.0,50000.0,43, for mom,1
gift for mom,182.0,18246.0,36.0,100000.0,46, for mom,5
mom birthday gifts,237.0,23672.0,-25.0,100000.0,55, for mom,3
birthday gifts for mom,237.0,23706.0,-11.0,100000.0,55, for mom,3
gifts for grandma,401.0,36124.0,91.0,90000.0,71, for mom,4
christmas gifts for mom,539.0,53864.0,264.0,100000.0,91, for mom,7
mom gifts,610.0,60978.0,86.0,100000.0,99, for mom,0
gifts for mom,1513.0,151339.0,81.0,100000.0,210, for mom,5
