Keyword Phrase,Magnet IQ Score,Search Volume,Search Volume Trend,Competing Products,CPR,Cluster,Subcluster
best women's gifts,2.0,313.0,10.0,200000.0,8, for women,4
gift for female boss,31.0,314.0,32.0,10000.0,8, for women,8
cheap woman gifts,3.0,315.0,33.0,100000.0,8, for women,8
fun for women,3.0,316.0,17.0,100000.0,8, for women,9
easter for women gift,2099.0,317.0,29.0,151.0,8, for women,4
thank you gifts for women appreciation,16.0,320.0,-2.0,20000.0,8, for women,4
women valentines gift,3.0,322.0,12.0,100000.0,8, for women,4
women office gifts,3.0,323.0,2.0,100000.0,8, for women,4
15 gift women,3.0,323.0,,100000.0,8, for women,6
cool gifts for cool women,3.0,326.0,,100000.0,8, for women,4
woman birthday gifts unique,2.0,328.0,17.0,200000.0,8, for women,2
sourdough gifts for women,0.0,330.0,,0.0,8, for women,4
unique gifts for 20 year old female,0.0,330.0,,0.0,8, for women,6
hoodies for girlfriend,47.0,332.0,340.0,7000.0,8, for women,3
pickle lover gifts women,0.0,332.0,,0.0,8, for women,4
homemade gifts for women,84.0,334.0,51.0,4000.0,8, for women,4
friendship birthday gifts for women,8.0,334.0,10.0,40000.0,8, for women,2
gifts for girly women,33.0,334.0,173.0,10000.0,8, for women,4
gifts for womens birthday,2.0,334.0,9.0,200000.0,8, for women,2
gift for young adult woman,48.0,334.0,143.0,7000.0,8, for women,8
gifts for nature lovers women,67.0,334.0,25.0,5000.0,8, for women,4
gift candy for women,17.0,334.0,440.0,20000.0,8, for women,4
cute women gifts,3.0,335.0,590.0,100000.0,8, for women,4
christmas bundle gifts for women,17.0,335.0,-18.0,20000.0,8, for women,1
birthday gifts for women friendship funny,34.0,335.0,-13.0,10000.0,8, for women,2
awesome gifts for women,4.0,337.0,13.0,90000.0,8, for women,4
womens small gifts,3.0,337.0,58.0,100000.0,8, for women,4
unusual christmas gifts for women,34.0,337.0,264.0,10000.0,8, for women,1
womens luxury gifts,6.0,337.0,66.0,60000.0,8, for women,4
$20 gifts for women,3.0,337.0,86.0,100000.0,8, for women,6
90 year old female gifts,337.0,337.0,-11.0,1000.0,8, for women,8
overnight birthday gifts for women,85.0,339.0,21.0,4000.0,8, for women,2
thanks giving gifts for women,0.0,339.0,,0.0,8, for women,4
sometimes you forget your awesome gifts for women,0.0,339.0,,0.0,8, for women,4
ladies gifts for christmas,3.0,341.0,-15.0,100000.0,8, for women,1
luggage cubes for women,0.0,341.0,,0.0,8, for women,9
gift  women,3.0,342.0,247.0,100000.0,8, for women,8
gift packages for women,3.0,342.0,13.0,100000.0,8, for women,4
gifts for women cheap,2.0,342.0,285.0,200000.0,8, for women,6
fashion gifts for women,3.0,342.0,29.0,100000.0,8, for women,4
comfy for women,49.0,342.0,56.0,7000.0,8, for women,7
cool mugs for women,38.0,344.0,47.0,9000.0,8, for women,0
black women gifts,3.0,344.0,40.0,100000.0,8, for women,4
women inspirational gifts,3.0,344.0,31.0,100000.0,8, for women,4
75th birthday gifts for women unique,0.0,344.0,,0.0,8, for women,2
best gifts for 24 year old woman,0.0,344.0,,0.0,8, for women,6
bestfriend christmas gifts for women,0.0,344.0,,0.0,8, for women,1
cute stanley cups for women,0.0,344.0,,0.0,8, for women,0
teachers gifts for women,3.0,346.0,-7.0,100000.0,8, for women,4
women pampering gifts,69.0,346.0,61.0,5000.0,8, for women,4
womens pampering gifts,69.0,346.0,29.0,5000.0,8, for women,4
oversized blanket hoodie for women,12.0,348.0,110.0,30000.0,8, for women,3
garden gifts for women,9.0,349.0,77.0,40000.0,8, for women,4
gifts for minimalist women,17.0,349.0,1041.0,20000.0,8, for women,4
gifts for nerdy women,349.0,349.0,268.0,1000.0,8, for women,4
gift for middle aged woman,467.0,349.0,37.0,748.0,8, for women,8
gofts for girlfriend,3.0,349.0,153.0,100000.0,8, for women,7
gifts for co workers women,2.0,349.0,191.0,200000.0,8, for women,4
gifts for nurses female unique,433.0,349.0,230.0,806.0,8, for women,4
christmas gifts for senior woman,0.0,349.0,,0.0,8, for women,8
co worker gifts for woman funny,0.0,349.0,,0.0,8, for women,8
birthday gifts for senior women,88.0,351.0,16.0,4000.0,8, for women,2
christmas gifts for women over 60,18.0,351.0,67.0,20000.0,8, for women,1
christmas gifts for women who have everything,59.0,351.0,622.0,6000.0,8, for women,1
birthday ecards for women,1206.0,351.0,130.0,291.0,8, for women,2
best white elephant gifts for women,4.0,351.0,42.0,100000.0,8, for women,4
coffee gifts for women,35.0,351.0,68.0,10000.0,8, for women,0
20.00 gifts for women,4.0,351.0,410.0,100000.0,8, for women,6
mail lady gifts,51.0,355.0,123.0,7000.0,8, for women,8
oversized for women hoodie,18.0,355.0,68.0,20000.0,8, for women,3
college gifts for women,4.0,357.0,80.0,80000.0,8, for women,4
floral gifts for women,4.0,357.0,4.0,100000.0,8, for women,4
gifts for depressed women,491.0,357.0,222.0,727.0,8, for women,4
functional gifts for women,4.0,357.0,82.0,100000.0,8, for women,4
gifts to cheer someone up women,357.0,357.0,-13.0,1000.0,8, for women,4
cozy items for women,18.0,358.0,-4.0,20000.0,8, for women,0
birthday gifts for women over 70,358.0,358.0,-11.0,1000.0,8, for women,2
cute gift for women,2.0,358.0,231.0,200000.0,8, for women,8
adult blanket hoodie for women,12.0,358.0,1933.0,30000.0,8, for women,3
cool gifts for young woman,0.0,358.0,,0.0,8, for women,6
christmas gifts for women friends bulk,0.0,358.0,,0.0,8, for women,1
small gifts women,2.0,360.0,176.0,200000.0,8, for women,4
 gifts for women,4.0,360.0,78.0,100000.0,8, for women,4
kitchen gifts for women unique,6.0,362.0,,60000.0,8, for women,4
gifts  for women,5.0,364.0,255.0,80000.0,8, for women,4
funny headbands for women,73.0,364.0,19.0,5000.0,8, for women,9
cozy for women,4.0,364.0,240.0,100000.0,8, for women,0
christmas gifts for womens,2.0,364.0,87.0,200000.0,8, for women,1
goft for women,2.0,364.0,310.0,200000.0,8, for women,7
gifts women 30s,182.0,364.0,-12.0,2000.0,8, for women,6
warm and cozy gifts for women,12.0,365.0,4.0,30000.0,8, for women,4
trump birthday gifts for women,0.0,367.0,,0.0,8, for women,2
gifts for women funny,4.0,369.0,-2.0,100000.0,8, for women,4
gifts for the elderly woman,53.0,369.0,6.0,7000.0,8, for women,8
gift birthday woman,2.0,369.0,-20.0,200000.0,8, for women,2
fall birthday gifts for women,5.0,369.0,-45.0,70000.0,8, for women,2
gifts for females,2.0,371.0,80.0,200000.0,8, for women,4
gifts for practical women,5.0,371.0,43.0,80000.0,8, for women,4
christmas spa gifts for women,93.0,371.0,17.0,4000.0,8, for women,1
small thank you gifts for women,4.0,373.0,8.0,90000.0,8, for women,4
womens spa gifts,37.0,373.0,20.0,10000.0,8, for women,4
sherpa wearable blanket for women,454.0,373.0,94.0,822.0,8, for women,3
vintage gifts for women unique,12.0,373.0,93.0,30000.0,8, for women,8
topaz gifts for women,0.0,373.0,,0.0,8, for women,4
side satchel bags for women,125.0,374.0,-6.0,3000.0,8, for women,9
pamper yourself gifts for women,374.0,374.0,4.0,1000.0,8, for women,4
mahjong gifts for women unique,0.0,374.0,,0.0,8, for women,4
nursing graduation gifts for women,0.0,374.0,,0.0,8, for women,4
hooded blankets for adults,376.0,376.0,149.0,1000.0,8, for women,5
christmas present for women,4.0,376.0,128.0,100000.0,8, for women,1
gifts for mexican women,19.0,376.0,58.0,20000.0,8, for women,4
 gifts for women,4.0,376.0,9.0,100000.0,8, for women,4
hoodie for girlfriend,54.0,376.0,-16.0,7000.0,8, for women,3
coffee cups for women gift,9.0,376.0,145.0,40000.0,8, for women,0
all natural gifts for women,4.0,378.0,136.0,100000.0,8, for women,4
23rd birthday gifts for women,416.0,378.0,24.0,909.0,8, for women,2
womans christmas gifts,4.0,378.0,26.0,100000.0,8, for women,1
15.00 gifts for women,4.0,378.0,49.0,100000.0,8, for women,6
tea mugs with lids for women,63.0,378.0,,6000.0,8, for women,0
women giftchristmas,2.0,378.0,,200000.0,8, for women,1
20 gifts for women for christmas,0.0,378.0,,0.0,8, for women,6
ladies gifts for birthday,4.0,380.0,-25.0,100000.0,8, for women,2
gender neutral adult gifts,593.0,381.0,89.0,642.0,8, for women,4
christmas giftwomen,4.0,381.0,81.0,100000.0,8, for women,1
gifts for cold women,4.0,381.0,22.0,100000.0,8, for women,4
christmas gifts for young women 20- 25,1198.0,381.0,1453.0,318.0,8, for women,6
friendship gifts for women bulk,0.0,381.0,,0.0,8, for women,4
woman's gifts,1.0,383.0,307.0,300000.0,8, for women,8
women relaxation gifts,38.0,383.0,-10.0,10000.0,8, for women,4
blanket gifts for women,38.0,383.0,6.0,10000.0,8, for women,4
50 dollar gifts for women,192.0,383.0,492.0,2000.0,8, for women,6
blanket robes for women with hood,1272.0,383.0,1577.0,301.0,8, for women,3
your awesome gifts for women,1321.0,383.0,24.0,290.0,8, for women,4
nerd gifts for women,77.0,385.0,153.0,5000.0,8, for women,4
sleep gifts for women,6.0,385.0,27.0,70000.0,8, for women,4
plus size blanket hoodies for women,1301.0,385.0,39.0,296.0,8, for women,3
cute home decor for women,6.0,387.0,-7.0,60000.0,8, for women,0
gifts for stoners women,194.0,387.0,19.0,2000.0,8, for women,4
gifts for young adults 18-25 women,832.0,387.0,36.0,465.0,8, for women,6
fun gifts for women unique,6.0,387.0,75.0,60000.0,8, for women,4
gifts for a traveler woman,55.0,387.0,-4.0,7000.0,8, for women,8
technology gifts for women,6.0,388.0,29.0,70000.0,8, for women,4
womens holiday gifts,6.0,388.0,,70000.0,8, for women,1
adult women christmas gifts,2.0,388.0,52.0,200000.0,8, for women,1
womens gifts for birthday unique,4.0,388.0,-44.0,100000.0,8, for women,2
personal gifts for women,4.0,390.0,9.0,100000.0,8, for women,4
host gifts for women,130.0,390.0,42.0,3000.0,8, for women,4
office christmas gifts for women,2.0,390.0,,200000.0,8, for women,1
gift for older women,6.0,392.0,22.0,70000.0,8, for women,8
get well gift for women,4.0,392.0,11.0,90000.0,8, for women,4
gift for 22 year old female,879.0,392.0,-6.0,446.0,8, for women,8
christmas gift bundles for women,20.0,392.0,93.0,20000.0,8, for women,1
postpartum gifts for women,197.0,394.0,474.0,2000.0,8, for women,4
ladies gift,2.0,396.0,-1.0,200000.0,8, for women,8
personalised gift for women,79.0,396.0,3.0,5000.0,8, for women,8
college student gifts for women,4.0,397.0,200.0,100000.0,8, for women,4
cute small gifts for women,4.0,397.0,18.0,100000.0,8, for women,4
gift for women christmas,2.0,397.0,12.0,200000.0,8, for women,1
prizes for women,40.0,399.0,39.0,10000.0,8, for women,4
unusual women's gifts,80.0,399.0,353.0,5000.0,8, for women,4
woman's christmas gift,0.0,399.0,,0.0,8, for women,1
drinking gifts for women,6.0,401.0,-28.0,70000.0,8, for women,4
gifts for creative women,4.0,401.0,165.0,100000.0,8, for women,4
gifts for professional women,2.0,401.0,-6.0,200000.0,8, for women,4
cool things for women,8.0,401.0,82.0,50000.0,8, for women,9
christmas gifts for ladies,4.0,401.0,209.0,100000.0,8, for women,1
flowers for birthday women,100.0,401.0,13.0,4000.0,8, for women,2
womens relaxation gifts,40.0,403.0,346.0,10000.0,8, for women,4
womens beauty gifts,4.0,403.0,232.0,100000.0,8, for women,4
funny women gifts,4.0,404.0,9.0,100000.0,8, for women,4
perfect gifts for women,2.0,404.0,87.0,200000.0,8, for women,4
turtles gifts for women,40.0,404.0,-5.0,10000.0,8, for women,4
friendship birthday gifts for women friends,13.0,404.0,-11.0,30000.0,8, for women,2
birthday gifts for women funny,4.0,406.0,-11.0,100000.0,8, for women,2
christmas gift woman,4.0,406.0,43.0,100000.0,8, for women,1
gifts for working women,10.0,406.0,-9.0,40000.0,8, for women,4
blanket with sleeves for women,558.0,406.0,101.0,727.0,8, for women,5
women's gift ,4.0,406.0,125.0,100000.0,8, for women,8
cluci sling bag for women,2104.0,406.0,-8.0,193.0,8, for women,9
womens pleasure gifts for christmas,406.0,406.0,235.0,1000.0,8, for women,1
gifts for young woman,5.0,410.0,20.0,80000.0,8, for women,6
funny birthday gifts for women friends,6.0,410.0,12.0,70000.0,8, for women,2
foodie gifts for women,410.0,410.0,95.0,1000.0,8, for women,4
adult female christmas gifts,4.0,410.0,128.0,100000.0,8, for women,1
auntie gifts for women,21.0,410.0,235.0,20000.0,8, for women,4
gifts for 23 year old woman,905.0,410.0,558.0,453.0,8, for women,6
christmas gifts for 30 year old woman,82.0,410.0,34.0,5000.0,8, for women,6
over the shoulder fanny pack for women,206.0,411.0,11.0,2000.0,8, for women,9
self care birthday gifts for women,59.0,411.0,-5.0,7000.0,8, for women,2
feel good gifts for women,4.0,413.0,9.0,100000.0,8, for women,4
party gifts for women,4.0,413.0,0.0,100000.0,8, for women,4
woman birthday gifts,4.0,415.0,-5.0,100000.0,8, for women,2
best gifts for women in their 40s,1543.0,415.0,-3.0,269.0,8, for women,6
sleep hoodies for women,138.0,415.0,34.0,3000.0,8, for women,3
women’s gift,2.0,415.0,18.0,200000.0,8, for women,8
birthday present for women,4.0,417.0,1.0,100000.0,8, for women,2
gifts for women over 40,83.0,417.0,26.0,5000.0,8, for women,6
christmas women gifts,2.0,417.0,28.0,200000.0,8, for women,1
gifts for lady who has everything,83.0,417.0,-2.0,5000.0,8, for women,8
landneoo 4pcs vintage coffee mugs gifts for women,0.0,417.0,,0.0,8, for women,0
relax gifts for women,5.0,419.0,-2.0,90000.0,8, for women,4
traveling gifts for women,10.0,419.0,-4.0,40000.0,8, for women,4
blanket hoodie for adults,419.0,419.0,46.0,1000.0,8, for women,3
christmas gifts for teachers women,14.0,420.0,231.0,30000.0,8, for women,1
christmas gifts woman,4.0,420.0,128.0,100000.0,8, for women,1
hits for women gifts,47.0,420.0,20.0,9000.0,8, for women,4
gift items for women,4.0,424.0,10.0,100000.0,8, for women,4
best gift for women,1.0,424.0,12.0,300000.0,8, for women,8
cheap women gifts,4.0,424.0,131.0,100000.0,8, for women,6
giftwomen christmas,2.0,424.0,-6.0,200000.0,8, for women,1
anxiety hoodies for women,141.0,424.0,214.0,3000.0,8, for women,3
gufts for women,4.0,424.0,77.0,100000.0,8, for women,7
lady gifts for women,2.0,424.0,27.0,200000.0,8, for women,4
gifts for bougie women,424.0,424.0,24.0,1000.0,8, for women,4
cozy wearable blanket for women,424.0,424.0,43.0,1000.0,8, for women,3
gifts for a 25 year old woman,510.0,424.0,20.0,832.0,8, for women,6
roses gifts for women,5.0,426.0,57.0,90000.0,8, for women,4
bestie christmas gifts for women,5.0,426.0,622.0,80000.0,8, for women,1
women’s christmas gifts,4.0,426.0,74.0,100000.0,8, for women,1
gift for women birthday,2.0,427.0,-38.0,200000.0,8, for women,2
classy gifts for women,7.0,427.0,79.0,60000.0,8, for women,4
cute little gifts for women,4.0,427.0,18.0,100000.0,8, for women,4
womens gift ,4.0,427.0,8.0,100000.0,8, for women,8
gofts for girls,2.0,427.0,104.0,200000.0,8, for women,7
organization gifts for women,43.0,429.0,61.0,10000.0,8, for women,4
small gift for women,4.0,429.0,12.0,100000.0,8, for women,8
work from home gifts women,14.0,429.0,19.0,30000.0,8, for women,4
birthday spa gifts for women,108.0,431.0,-8.0,4000.0,8, for women,2
gifts for women,4.0,431.0,177.0,100000.0,8, for women,4
consumable gifts for women,860.0,431.0,159.0,501.0,8, for women,4
snuggy for women,1351.0,431.0,580.0,319.0,8, for women,7
support gifts for women,4.0,431.0,24.0,100000.0,8, for women,4
women gifts for birthday unique,4.0,431.0,-2.0,100000.0,8, for women,2
best gifts for outdoorsy women,454.0,431.0,11.0,950.0,8, for women,4
christmas gifts for women in their 40s,216.0,431.0,179.0,2000.0,8, for women,6
25 gifts for women unique,62.0,431.0,,7000.0,8, for women,6
healthy gifts for women,22.0,433.0,2.0,20000.0,8, for women,4
christmas gifts for 19 year old female,1190.0,433.0,1257.0,364.0,8, for women,6
prosecco gifts for women,1417.0,435.0,61.0,307.0,8, for women,4
gifts for college women,5.0,435.0,51.0,90000.0,8, for women,4
winter necessities for women,435.0,435.0,64.0,1000.0,8, for women,9
coffee gift for women,44.0,435.0,19.0,10000.0,8, for women,0
cool christmas gifts for women,4.0,435.0,162.0,100000.0,8, for women,1
gifts for women in their 50s,1148.0,435.0,18.0,379.0,8, for women,6
fun headbands for women,48.0,436.0,-1.0,9000.0,8, for women,9
leadership gifts for women,109.0,436.0,37.0,4000.0,8, for women,4
ladies birthday gifts,4.0,436.0,1.0,100000.0,8, for women,2
gift for a woman,4.0,436.0,11.0,100000.0,8, for women,8
gifts for caregivers women,218.0,436.0,25.0,2000.0,8, for women,4
cool gifts for female friends,5.0,436.0,-41.0,90000.0,8, for women,4
bee themed gifts for women,218.0,436.0,76.0,2000.0,8, for women,4
np gifts for women,218.0,436.0,79.0,2000.0,8, for women,4
small womens gifts,4.0,438.0,73.0,100000.0,8, for women,4
top gifts for women in their 20s,1833.0,438.0,,239.0,8, for women,6
funny gift for women,4.0,440.0,33.0,100000.0,8, for women,8
cool birthday gifts for women,6.0,440.0,-4.0,70000.0,8, for women,2
womens unique gifts,4.0,440.0,2798.0,100000.0,8, for women,4
women birthday gifts friends unique,4.0,440.0,-1.0,100000.0,8, for women,2
nature gifts for women,22.0,442.0,40.0,20000.0,8, for women,4
cool stuff for guys,111.0,442.0,2.0,4000.0,8, for women,9
30 gifts for women,4.0,442.0,33.0,100000.0,8, for women,6
womans gift,4.0,442.0,3.0,100000.0,8, for women,8
body blanket for women,605.0,442.0,136.0,731.0,8, for women,3
funny blankets for women,222.0,443.0,339.0,2000.0,8, for women,5
10 dollar gifts for women,74.0,445.0,239.0,6000.0,8, for women,6
women's accessory gifts,4.0,445.0,,100000.0,8, for women,4
present for women,4.0,447.0,24.0,100000.0,8, for women,4
duck gifts for women,45.0,447.0,45.0,10000.0,8, for women,4
gifts for 26 year old woman,1146.0,447.0,2.0,390.0,8, for women,6
bride gifts for women,9.0,447.0,,50000.0,8, for women,4
flower gifts for women,4.0,449.0,-3.0,100000.0,8, for women,4
gifts for seniors women,45.0,449.0,70.0,10000.0,8, for women,8
inexpensive christmas gifts for women,45.0,449.0,1638.0,10000.0,8, for women,1
last minute birthday gifts for women,64.0,449.0,6.0,7000.0,8, for women,2
natural gifts for women,5.0,450.0,58.0,100000.0,8, for women,4
gift for women gift,5.0,450.0,4.0,100000.0,8, for women,8
gifts for woman christmas,5.0,450.0,29.0,100000.0,8, for women,1
nivea gift women,3348.0,452.0,26.0,135.0,8, for women,4
fun stuff for women,23.0,452.0,2.0,20000.0,8, for women,9
wearable blanket for women,452.0,452.0,65.0,1000.0,8, for women,3
great christmas gifts for women,5.0,452.0,548.0,100000.0,8, for women,1
christmas gifts for adult women,5.0,452.0,243.0,100000.0,8, for women,1
hygge gifts for women,806.0,452.0,38.0,561.0,8, for women,4
snuggle hoodies for women,1020.0,452.0,718.0,443.0,8, for women,3
birthday snacks for women,452.0,452.0,2.0,1000.0,8, for women,2
best pickleball gifts for women,90.0,452.0,,5000.0,8, for women,4
huddy for women,938.0,454.0,4.0,484.0,8, for women,9
gifts for single women,15.0,454.0,32.0,30000.0,8, for women,4
fun christmas gifts for women,9.0,454.0,607.0,50000.0,8, for women,1
birthday gift for older woman,5.0,454.0,-6.0,100000.0,8, for women,2
personalized christmas gifts for women,11.0,454.0,238.0,40000.0,8, for women,1
traveler gifts for women,46.0,456.0,64.0,10000.0,8, for women,4
going away gifts for women,46.0,456.0,34.0,10000.0,8, for women,4
25 dollar gifts for women,152.0,456.0,92.0,3000.0,8, for women,6
favorite things gifts for women,91.0,456.0,205.0,5000.0,8, for women,4
winter stuff for women,46.0,458.0,29.0,10000.0,8, for women,9
gifts for a woman,5.0,458.0,-8.0,100000.0,8, for women,8
good christmas gifts for women,5.0,458.0,315.0,100000.0,8, for women,1
gift for friends women,5.0,458.0,126.0,100000.0,8, for women,8
gift for woman friend,2.0,459.0,1.0,200000.0,8, for women,8
elegant gifts for women,5.0,459.0,37.0,100000.0,8, for women,4
birthday gift for women friend,5.0,459.0,-2.0,100000.0,8, for women,2
gift for christmas for women,5.0,459.0,415.0,100000.0,8, for women,1
blanket sweatshirt for women,537.0,459.0,134.0,854.0,8, for women,3
women care package gift,23.0,459.0,4.0,20000.0,8, for women,8
gift kits for women,9.0,461.0,0.0,50000.0,8, for women,4
gift package for women,5.0,461.0,-2.0,100000.0,8, for women,4
gift for women unique,5.0,461.0,11.0,100000.0,8, for women,8
garden decor gifts for women,58.0,461.0,93.0,8000.0,8, for women,4
gender neutral gifts,66.0,463.0,539.0,7000.0,8, for women,4
5.00 gifts for women,5.0,463.0,395.0,100000.0,8, for women,6
cute mugs for women aesthetic,463.0,463.0,92.0,1000.0,8, for women,0
popular gifts for senior women,1043.0,463.0,33.0,444.0,8, for women,8
christmas stuff for women,16.0,465.0,4.0,30000.0,8, for women,1
blanket with sleeves for adults,542.0,465.0,3.0,858.0,8, for women,5
birthday gift woman,2.0,466.0,-13.0,200000.0,8, for women,2
mug for women,12.0,466.0,4.0,40000.0,8, for women,0
cute coffee cups for women,47.0,466.0,58.0,10000.0,8, for women,0
alcohol gifts for women,47.0,466.0,4.0,10000.0,8, for women,4
pamper gifts for women,93.0,466.0,2.0,5000.0,8, for women,4
gifts for women,703.0,466.0,440.0,663.0,8, for women,4
gifts for birthday woman,2.0,466.0,-4.0,200000.0,8, for women,2
fun things for women,58.0,466.0,35.0,8000.0,8, for women,9
christmas gifts for elderly women,117.0,466.0,65.0,4000.0,8, for women,1
pampering gifts for women,94.0,468.0,2.0,5000.0,8, for women,4
mini gift for women,23.0,468.0,81.0,20000.0,8, for women,8
gifts for cooks women,47.0,468.0,48.0,10000.0,8, for women,4
lady gifts,2.0,468.0,15.0,200000.0,8, for women,8
happy birthday flowers for women,47.0,468.0,19.0,10000.0,8, for women,2
gift woman,2.0,470.0,2.0,200000.0,8, for women,8
gifts for middle aged women,573.0,470.0,28.0,820.0,8, for women,6
gift for birthday woman,5.0,470.0,-8.0,100000.0,8, for women,2
women's gift,5.0,470.0,0.0,100000.0,8, for women,8
gifts fir women,2.0,470.0,13.0,200000.0,8, for women,4
adult women gifts,5.0,472.0,78.0,100000.0,8, for women,4
aesthetic gifts for women,9.0,472.0,8.0,50000.0,8, for women,4
womens giftchristmas,2.0,472.0,,200000.0,8, for women,1
household gifts for women,47.0,473.0,56.0,10000.0,8, for women,4
artsy gifts for women,237.0,473.0,11.0,2000.0,8, for women,4
wicked gifts for women,237.0,473.0,,2000.0,8, for women,4
same day delivery gifts for women,475.0,475.0,15.0,1000.0,8, for women,4
candy gifts for women,16.0,475.0,2.0,30000.0,8, for women,4
gifts for office women,5.0,475.0,28.0,100000.0,8, for women,4
stocking gifts for women,10.0,475.0,253.0,50000.0,8, for women,4
gifts for 25 year old woman,548.0,475.0,-2.0,867.0,8, for women,6
overnight gifts for women,95.0,475.0,-1.0,5000.0,8, for women,4
10 dollar gifts women,79.0,475.0,36.0,6000.0,8, for women,6
positive affirmation gifts for women,68.0,475.0,186.0,7000.0,8, for women,4
comfy wearable blankets for women,588.0,475.0,,808.0,8, for women,3
gifts for christmas for women,5.0,477.0,100.0,100000.0,8, for women,1
unique womens gifts,5.0,481.0,29.0,100000.0,9, for women,4
weird gifts for women,80.0,481.0,10.0,6000.0,9, for women,4
com forting gifts for women,60.0,481.0,1.0,8000.0,9, for women,4
com fort items for women,5.0,481.0,6.0,100000.0,9, for women,9
female gifts for women,5.0,481.0,5.0,100000.0,9, for women,4
10.00 gifts for women,5.0,481.0,209.0,100000.0,9, for women,6
gifts for woman birthday,2.0,482.0,-5.0,200000.0,9, for women,2
gift packs for women,5.0,482.0,80.0,100000.0,9, for women,4
hoodie blankets for women,482.0,482.0,19.0,1000.0,9, for women,3
15 gifts for women,5.0,482.0,1311.0,100000.0,9, for women,6
cute christmas gifts for women,5.0,482.0,181.0,100000.0,9, for women,1
best gifts for 28 year old woman,1492.0,482.0,1.0,323.0,9, for women,6
emotional support gifts for women,121.0,482.0,8.0,4000.0,9, for women,4
gift for woman who has everything,81.0,484.0,7.0,6000.0,9, for women,8
random gifts for women,121.0,484.0,5.0,4000.0,9, for women,4
gifts for women in their 30s,906.0,484.0,100.0,534.0,9, for women,6
christmas gifts for female friends,5.0,484.0,327.0,100000.0,9, for women,1
secretary gifts for women,161.0,484.0,67.0,3000.0,9, for women,4
birthday food gifts for women,24.0,486.0,-4.0,20000.0,9, for women,2
christmas gifts for women,5.0,486.0,72.0,100000.0,9, for women,1
tiny gifts for women,12.0,486.0,71.0,40000.0,9, for women,4
women christmas gift,2.0,486.0,73.0,200000.0,9, for women,1
boho gifts for women unique,24.0,486.0,31.0,20000.0,9, for women,4
birthday gifts for woman,3.0,534.0,4.0,200000.0,9, for women,2
christmas gift for woman,5.0,534.0,67.0,100000.0,9, for women,8
cheap birthday gifts for women,3.0,534.0,5.0,200000.0,9, for women,2
pretty coffee mugs for women,134.0,535.0,20.0,4000.0,9, for women,0
gifts for old women,7.0,535.0,18.0,80000.0,9, for women,8
christmas gifts for college women,54.0,535.0,382.0,10000.0,9, for women,1
snail headband for washing face,939.0,535.0,-5.0,570.0,9, for women,9
woman gift ,6.0,571.0,18.0,100000.0,9, for women,8
comfy gifts for women,6.0,571.0,28.0,100000.0,9, for women,4
hand made gifts for women,6.0,571.0,56.0,100000.0,9, for women,4
drinking cup for women,11.0,571.0,40.0,50000.0,9, for women,0
garden gifts for women unique,82.0,571.0,7.0,7000.0,9, for women,4
adult gifts for women,6.0,573.0,26.0,100000.0,9, for women,4
bundle gifts for women,57.0,573.0,16.0,10000.0,9, for women,4
creative gifts for women,6.0,573.0,8.0,100000.0,9, for women,4
warm gifts for women,6.0,573.0,137.0,100000.0,9, for women,4
